match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_group,home_team.country.id,home_team.country.name,home_team.managers,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_group,away_team.country.id,away_team.country.name,away_team.managers,metadata.data_version,metadata.shot_fidelity_version,metadata.xy_fidelity_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name
3750201,2009-05-27,20:45:00.000,2,0,available,scheduled,2021-11-07T14:20:01.699993,2021-06-13T16:17:31.694,1,16,Europe,Champions League,41,2008/2009,217,Barcelona,male,,214,Spain,"[{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]",39,Manchester United,male,,68,England,"[{'id': 790, 'name': 'Alex Ferguson', 'nickname': None, 'dob': '1941-12-31', 'country': {'id': 201, 'name': 'Scotland'}}]",1.1.0,2,2,26,Final,381,Estadio Olímpico,112,Italy,705.0,Massimo Busacca,221.0,Switzerland
3750200,2007-05-23,20:45:00.000,2,1,available,scheduled,2021-03-31T04:18:30.437060,2021-06-13T16:17:31.694,1,16,Europe,Champions League,39,2006/2007,243,AC Milan,male,,112,Italy,"[{'id': 414, 'name': 'Carlo Ancelotti', 'nickname': None, 'dob': '1959-06-10', 'country': {'id': 112, 'name': 'Italy'}}]",24,Liverpool,male,,68,England,"[{'id': 148, 'name': 'Rafael Benítez Maudes', 'nickname': 'Rafael Benítez', 'dob': '1960-04-16', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,26,Final,1454,Olympiako Stadio Spyros Louis,88,Greece,700.0,Herbert Fandel,85.0,Germany
2302764,2005-05-25,,3,3,available,scheduled,2021-04-01T06:18:57.459032,2021-06-13T16:17:31.694,1,16,Europe,Champions League,37,2004/2005,243,AC Milan,male,,112,Italy,,24,Liverpool,male,,68,England,,1.1.0,2,2,26,Final,5666,Atatürk Olimpiyat Stadı,233,Turkey,,,,
3752619,2004-05-26,,0,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,16,Europe,Champions League,44,2003/2004,129,AS Monaco,male,,150,Monaco,,256,FC Porto,male,,183,Portugal,,1.1.0,2,2,26,Final,370,VELTINS-Arena,85,Germany,,,,
3750240,1999-11-23,,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,16,Europe,Champions League,76,1999/2000,239,Fiorentina,male,,112,Italy,,39,Manchester United,male,,68,England,,1.1.0,2,2,34,1st Round,386,Stadio Artemio Franchi    	,112,Italy,1925.0,Bernd Heynemann,85.0,Germany
3888706,1973-05-30,22:30:00.000,1,0,available,unscheduled,2023-07-06T12:49:07.467625,,1,16,Europe,Champions League,277,1972/1973,806,Ajax,male,,160,Netherlands,"[{'id': 1001760, 'name': 'Ștefan Kovács', 'nickname': None, 'dob': '1920-10-02', 'country': {'id': 187, 'name': 'Romania'}}]",224,Juventus,male,,112,Italy,"[{'id': 1003281, 'name': 'Cestmir Vycpalek', 'nickname': None, 'dob': '1921-05-15', 'country': {'id': 60, 'name': 'Czech Republic'}}]",1.1.0,2,2,26,Final,4080,Stadion Rajko Mitić,203,Serbia,,,,
3750235,1972-05-31,,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,16,Europe,Champions League,71,1971/1972,806,Ajax,male,,160,Netherlands,,238,Inter Milan,male,,112,Italy,,1.1.0,2,2,26,Final,398,Stadion Feijenoord,160,Netherlands,1920.0,Robert Helies,78.0,France
3888711,1971-06-02,22:45:00.000,2,0,available,unscheduled,2023-07-06T12:50:01.961048,,1,16,Europe,Champions League,276,1970/1971,806,Ajax,male,,160,Netherlands,"[{'id': 1003270, 'name': 'Rinus Michels', 'nickname': None, 'dob': '1928-02-09', 'country': {'id': 160, 'name': 'Netherlands'}}]",952,Panathinaikos,male,,88,Greece,"[{'id': 1003271, 'name': 'Ferenc Puskás', 'nickname': None, 'dob': '1927-04-01', 'country': {'id': 103, 'name': 'Hungary'}}]",1.1.0,2,2,26,Final,4666,Wembley Stadium,68,England,1009028.0,Jack Taylor,68.0,England
3773386,2020-10-31,21:00:00.000,1,1,available,available,2023-07-25T03:54:59.280826,2023-07-25T04:25:41.348202,8,11,Spain,La Liga,90,2020/2021,206,Deportivo Alavés,male,,214,Spain,"[{'id': 234, 'name': 'Pablo Javier Machín Díez', 'nickname': 'Pablo Machín', 'dob': '1975-04-07', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,348,Estadio de Mendizorroza,214,Spain,,,,
3773565,2021-01-09,18:30:00.000,0,4,available,available,2023-07-25T03:51:37.437064,2023-07-25T04:30:16.058384,18,11,Spain,La Liga,90,2020/2021,1049,Granada,male,,214,Spain,"[{'id': 1597, 'name': 'Diego Martínez Penas', 'nickname': None, 'dob': '1980-12-16', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,4667,Estadio Nuevo Los Cármenes,214,Spain,2602.0,Ricardo De Burgos Bengoetxea,214.0,Spain
3773457,2021-05-16,18:30:00.000,1,2,available,available,2022-12-02T09:26:39.496362,2023-04-27T23:03:53.506485,37,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",209,Celta Vigo,male,,214,Spain,"[{'id': 2886, 'name': 'Eduardo Germán Coudet', 'nickname': 'Eduardo Coudet', 'dob': '1974-09-12', 'country': {'id': 11, 'name': 'Argentina'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,,,,
3773631,2021-02-07,21:00:00.000,2,3,available,available,2023-07-25T03:47:44.278651,2023-07-25T03:56:34.733180,22,11,Spain,La Liga,90,2020/2021,218,Real Betis,male,,214,Spain,"[{'id': 733, 'name': 'Manuel Luis Pellegrini Ripamonti', 'nickname': 'Manuel Pellegrini', 'dob': '1953-09-16', 'country': {'id': 45, 'name': 'Chile'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,352,Estadio Benito Villamarín,214,Spain,,,,
3773665,2021-03-06,21:00:00.000,0,2,available,available,2022-12-02T08:46:42.897589,2023-04-28T02:57:03.412841,26,11,Spain,La Liga,90,2020/2021,422,Osasuna,male,,214,Spain,"[{'id': 1592, 'name': 'Jagoba Arrasate Elustondo', 'nickname': 'Jagoba Arrasate', 'dob': '1978-04-22', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,4650,Estadio El Sadar,214,Spain,2402.0,Guillermo Cuadra Fernández,214.0,Spain
3773497,2021-04-10,21:00:00.000,2,1,available,available,2022-12-02T09:04:21.859831,2023-04-28T01:35:16.051381,30,11,Spain,La Liga,90,2020/2021,220,Real Madrid,male,,214,Spain,"[{'id': 56, 'name': 'Zinédine Zidane', 'nickname': None, 'dob': '1972-06-23', 'country': {'id': 78, 'name': 'France'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,5341,Estadio Alfredo Di Stéfano,214,Spain,183.0,Jesús Gil Manzano,214.0,Spain
3773660,2020-12-13,21:00:00.000,1,0,available,available,2022-12-01T14:49:02.748131,2023-04-28T06:01:10.173360,13,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",221,Levante UD,male,,214,Spain,"[{'id': 219, 'name': 'Francisco José López Fernández', 'nickname': 'Paco López', 'dob': '1967-09-19', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2602.0,Ricardo De Burgos Bengoetxea,214.0,Spain
3773593,2020-09-27,21:00:00.000,4,0,available,available,2023-07-25T04:01:57.790373,2023-07-25T04:44:03.367478,3,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",222,Villarreal,male,,214,Spain,"[{'id': 21, 'name': 'Unai Emery Etxegoien', 'nickname': 'Unai Emery', 'dob': '1971-11-03', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2402.0,Guillermo Cuadra Fernández,214.0,Spain
3773466,2020-10-01,21:30:00.000,0,3,available,available,2023-07-25T03:55:25.794505,2023-07-25T04:40:53.635540,4,11,Spain,La Liga,90,2020/2021,209,Celta Vigo,male,,214,Spain,"[{'id': 430, 'name': 'Óscar García Junyent', 'nickname': 'Óscar García', 'dob': '1973-04-26', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,653,Abanca-Balaídos,214,Spain,2728.0,Carlos del Cerro Grande,214.0,Spain
3773585,2020-10-24,16:00:00.000,1,3,available,available,2023-07-25T03:53:35.185506,2023-07-25T04:29:21.140321,7,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",220,Real Madrid,male,,214,Spain,"[{'id': 56, 'name': 'Zinédine Zidane', 'nickname': None, 'dob': '1972-06-23', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2434.0,Juan Martínez Munuera,214.0,Spain
3773552,2021-01-03,21:00:00.000,0,1,available,available,2021-05-09T12:03:31.185940,2022-08-04T12:00,17,11,Spain,La Liga,90,2020/2021,902,Huesca,male,,214,Spain,"[{'id': 766, 'name': 'Miguel Ángel Sánchez Muñoz', 'nickname': 'Míchel', 'dob': '1975-10-30', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,624,Estadio El Alcoraz,214,Spain,2402.0,Guillermo Cuadra Fernández,214.0,Spain
3773672,2020-10-04,21:00:00.000,1,1,available,available,2023-07-25T03:58:44.264327,2023-07-25T04:37:23.452819,5,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",213,Sevilla,male,,214,Spain,"[{'id': 741, 'name': 'Julen Lopetegui Argote', 'nickname': 'Julen Lopetegui', 'dob': '1966-08-28', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,183.0,Jesús Gil Manzano,214.0,Spain
3773587,2020-10-17,21:00:00.000,1,0,available,available,2023-07-25T04:01:45.160583,2023-07-25T04:34:28.413719,6,11,Spain,La Liga,90,2020/2021,216,Getafe,male,,214,Spain,"[{'id': 228, 'name': 'José Bordalás Jiménez', 'nickname': 'Pepe Bordalás', 'dob': '1964-03-05', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,354,Coliseum Alfonso Pérez,214,Spain,2470.0,César Soto Grado,214.0,Spain
3773656,2020-11-21,21:00:00.000,1,0,available,available,2020-11-24T06:29:13.401420,2022-08-04T12:00,10,11,Spain,La Liga,90,2020/2021,212,Atlético Madrid,male,,214,Spain,"[{'id': 230, 'name': 'Diego Pablo Simeone', 'nickname': 'Diego Simeone', 'dob': '1970-04-28', 'country': {'id': 11, 'name': 'Argentina'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,4654,	Estádio Cívitas Metropolitano,214,Spain,,,,
3773377,2020-12-19,16:15:00.000,2,2,available,available,2023-07-25T03:50:34.381454,2023-07-25T03:51:52.970329,14,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",207,Valencia,male,,214,Spain,"[{'id': 188, 'name': 'Javier Gracia Carlos', 'nickname': 'Javi Gracia', 'dob': '1970-05-01', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2608.0,Alejandro José Hernández Hernández,214.0,Spain
3773586,2021-04-29,19:00:00.000,1,2,available,available,2021-07-06T16:43:21.218,2022-08-04T12:00,33,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1049,Granada,male,,214,Spain,"[{'id': 1597, 'name': 'Diego Martínez Penas', 'nickname': None, 'dob': '1980-12-16', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2493.0,Pablo González Fuertes,214.0,Spain
3773372,2021-05-08,16:15:00.000,0,0,available,available,2021-05-10T04:24:10.396826,2022-08-04T12:00,35,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",212,Atlético Madrid,male,,214,Spain,"[{'id': 230, 'name': 'Diego Pablo Simeone', 'nickname': 'Diego Simeone', 'dob': '1970-04-28', 'country': {'id': 11, 'name': 'Argentina'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,180.0,Antonio Miguel Mateu Lahoz,214.0,Spain
3773387,2021-05-11,22:00:00.000,3,3,available,available,2021-05-13T00:20:44.739341,2022-08-04T12:00,36,11,Spain,La Liga,90,2020/2021,221,Levante UD,male,,214,Spain,"[{'id': 219, 'name': 'Francisco José López Fernández', 'nickname': 'Paco López', 'dob': '1967-09-19', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,350,Estadio Ciudad de Valencia,214,Spain,2609.0,José Luis Munuera Montero,214.0,Spain
3773695,2021-05-02,21:00:00.000,2,3,available,available,2021-05-07T13:24:24.423335,2022-08-04T12:00,34,11,Spain,La Liga,90,2020/2021,207,Valencia,male,,214,Spain,"[{'id': 188, 'name': 'Javier Gracia Carlos', 'nickname': 'Javi Gracia', 'dob': '1970-05-01', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,344,Estadio de Mestalla,214,Spain,2625.0,José María Sánchez Martínez,214.0,Spain
3773369,2021-03-15,21:00:00.000,4,1,available,available,2022-12-02T08:56:56.809012,2023-04-28T02:22:22.114288,27,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",902,Huesca,male,,214,Spain,"[{'id': 1605, 'name': 'Juan José Rojo Martín', 'nickname': 'Pacheta', 'dob': '1968-03-23', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2559.0,Adrián Cordero Vega,214.0,Spain
3773661,2021-04-22,22:00:00.000,5,2,available,available,2021-04-23T20:17:32.331635,2022-08-04T12:00,31,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",216,Getafe,male,,214,Spain,"[{'id': 228, 'name': 'José Bordalás Jiménez', 'nickname': 'Pepe Bordalás', 'dob': '1964-03-05', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,866.0,Jorge Figueroa Vázquez,214.0,Spain
3773597,2021-03-21,21:00:00.000,1,6,available,available,2021-03-22T21:28:32.452567,2022-08-04T12:00,28,11,Spain,La Liga,90,2020/2021,210,Real Sociedad,male,,214,Spain,"[{'id': 85, 'name': 'Imanol Alguacil Barrenetxea', 'nickname': 'Imanol Alguacil', 'dob': '1971-07-04', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,5043,Reale Arena,214,Spain,2609.0,José Luis Munuera Montero,214.0,Spain
3773523,2020-12-16,21:00:00.000,2,1,available,available,2023-07-25T03:54:28.731114,2023-07-25T04:40:11.813772,19,11,Spain,La Liga,90,2020/2021,217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",210,Real Sociedad,male,,214,Spain,"[{'id': 85, 'name': 'Imanol Alguacil Barrenetxea', 'nickname': 'Imanol Alguacil', 'dob': '1971-07-04', 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,2,1,Regular Season,342,Spotify Camp Nou,214,Spain,2625.0,José María Sánchez Martínez,214.0,Spain
3773571,2020-12-22,22:00:00.000,0,3,available,available,2022-12-01T14:54:17.777866,2023-04-28T05:40:41.883197,15,11,Spain,La Liga,90,2020/2021,901,Real Valladolid,male,,214,Spain,"[{'id': 576, 'name': 'Sergio González Soriano', 'nickname': 'Sergio', 'dob': '1976-11-10', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,622,Estadio Municipal José Zorrilla,214,Spain,2692.0,Mario Melero López,214.0,Spain
3773428,2020-12-05,21:00:00.000,2,1,available,available,2023-07-25T03:50:55.226757,2023-07-25T04:44:09.299901,12,11,Spain,La Liga,90,2020/2021,552,Cádiz,male,,214,Spain,"[{'id': 1598, 'name': 'Álvaro Cervera Díaz', 'nickname': 'Álvaro Cervera', 'dob': '1965-09-20', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]",1.1.0,2,2,1,Regular Season,4662,Estadio Nuevo Mirandilla,214,Spain,2470.0,César Soto Grado,214.0,Spain
