ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.384788,,,,,,,,,,,,,0512a9ee-f5bb-42c3-a365-6c4d810fbcdf,548,,"[79.0, 6.0]",265963,11,,,,2.029727,,Right Foot,,,,"[62.2, 40.0]",,High Pass,,37.924133,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,23,Barcelona,217,['6ee2f021-a177-4623-8bc7-5cc174935867'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:11:12.354,Pass,,2014/2015
,,,,,,,,,,,,,,,2.6367,,,,,,,,,,,,,09e3e73f-f024-4e4c-9808-71b0f24d9154,551,,"[64.8, 48.2]",265963,11,,,,0.77390444,,Right Foot,,,,"[86.8, 69.7]",,Ground Pass,,30.761177,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,23,Barcelona,217,['fa6f181a-7aea-4659-9ec2-79d126b8311a'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:11:16.436,Pass,,2014/2015
,,,,,,,,,,,,,,,1.5753,,,,,,,,,,,,,aa2071a3-0c31-42d2-9f21-26720b5c8bc0,554,,"[87.0, 69.5]",265963,11,,,,-2.8618884,,Right Foot,,,,"[77.6, 66.8]",,Ground Pass,,9.780082,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,['8a11d2f7-1f1c-4fab-8683-92fbe090c70d'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:11:19.620,Pass,,2014/2015
,,,,,,,,,,,,,,,1.068101,,,,,,,,,,,,,1706946e-f46b-4dc2-a378-e20fa2bfbad2,557,,"[82.2, 65.8]",265963,11,,,,0.64508337,,Right Foot,,,,"[92.3, 73.4]",,Ground Pass,,12.640016,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,23,Barcelona,217,['f97e628e-d4ad-4046-9491-5ac09660fda8'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:11:21.894,Pass,,2014/2015
,,,,,,,,,,,,,,,1.134694,,,,,,,,,,,,,1d8ad9be-d9cb-485e-aa9c-dc7187adea12,560,,"[92.3, 73.4]",265963,11,,,,-2.1096158,,Left Foot,,,,"[86.8, 64.2]",,Ground Pass,,10.718676,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,['e6fd8b25-a600-4697-933e-2ab1090365cd'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:11:24.452,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,f5a7b000-b793-4f1f-9fba-12519af54b09,564,,"[76.7, 67.6]",265963,11,,,,-2.683933,,Left Foot,,,,"[56.6, 57.7]",,Ground Pass,,22.405804,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,23,Barcelona,217,['9f6d4109-996c-4529-a72a-43fb131b34e4'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.499,Pass,,2014/2015
,,,,,,,,,,,,,,,2.0452,,,,,,,,,,,,,bde7fb30-7ca3-4400-8d84-9a9aaff505b5,567,,"[59.3, 57.7]",265963,11,,,,-1.6670885,,Right Foot,,,,"[55.9, 22.5]",,Ground Pass,,35.363823,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,23,Barcelona,217,['043ca856-e546-4a82-a5df-a31b29b66f26'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:11:32.198,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4977,,,,,,,,,,,,,8226defb-edc1-4312-a38c-4415ff92ae5d,570,,"[58.5, 15.5]",265963,11,,,,-0.7996152,,Left Foot,,,,"[68.9, 4.8]",,Ground Pass,,14.921461,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,23,Barcelona,217,['e3f7f6ec-c9b0-42fb-b33f-b7b92d79dc05'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:11:35.284,Pass,,2014/2015
,,,,,,,,,,,,,,,0.59465,,,,,,,,,,,,,78df4aa6-86f6-4936-a08c-4c380f3f8436,574,,"[68.7, 6.8]",265963,11,,,,0.475343,,Left Foot,,,,"[75.5, 10.3]",,Ground Pass,,7.6478753,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,23,Barcelona,217,"['569a88e5-43b6-4a15-af87-7f686b741ced', '8edf2cf1-6abd-4ad4-aafe-7937cf871a4c']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:11:37.679,Pass,True,2014/2015
,,,,,,,,,,,,,,,0.908373,,,,,,,,,,,,,79cfccb3-3d39-4260-87b1-c4470ea42b28,576,,"[75.7, 10.3]",265963,11,,,,-2.4468544,,Right Foot,,,,"[69.7, 5.3]",,Ground Pass,,7.81025,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,23,Barcelona,217,"['569a88e5-43b6-4a15-af87-7f686b741ced', 'ae8a0357-44e4-4755-af52-9bea13c3eb7e']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:11:38.274,Pass,True,2014/2015
,,,,,,,,,,,,,,,2.5044,,,,,,,,,,,,,339d9e88-9d5a-4fa3-baee-2511a7e73f6f,579,,"[67.9, 8.2]",265963,11,,,,1.9218272,,Left Foot,,,,"[54.9, 43.7]",,Ground Pass,,37.805424,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,23,Barcelona,217,['ac3ce595-dc94-4e74-9879-b19fbabdbb70'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:11:40.683,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4831,,,,,,,,,,,,,e4d65e5d-23ad-4389-8afe-b2a0f61da8c3,582,,"[56.1, 48.2]",265963,11,,,,1.1208779,,Right Foot,,,,"[64.6, 65.8]",,Ground Pass,,19.545076,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,23,Barcelona,217,['f2ad2505-9e6c-40bc-a505-c2b71336a8e3'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:11:44.103,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,9aedeb53-45f7-4bb5-bc27-fc859a269bc7,585,,"[70.2, 67.6]",265963,11,,,,0.21716122,,Right Foot,,,,"[98.3, 73.8]",,Ground Pass,,28.775858,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,23,Barcelona,217,['6d1a8c0c-c094-4bc0-bddc-2d57999f3cf2'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:11:46.997,Pass,,2014/2015
,,,,,,,,,,,,,,,0.574763,,,,,,,,,,,,,b4d6bf7f-8152-4f40-b631-b7cfe3459bc4,588,,"[99.3, 76.0]",265963,11,,,,-1.5920697,,Left Foot,,,,"[99.1, 66.6]",,Ground Pass,,9.402127,Incomplete,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['7c25a871-5ed3-4d57-9723-46717726232e', 'c1ae64c1-c1a1-408c-acff-6b9ca186d1c1']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:11:49.770,Pass,,2014/2015
,,,,,,,,,,,,,,,1.148035,,,,,,,,,,,,,750e456f-c5ff-478c-8956-0ea96495cae4,592,,"[35.3, 11.8]",265963,11,,,,-0.2239045,,Left Foot,,,,"[55.5, 7.2]",,Ground Pass,,20.717142,,,Fredy Hinestroza Arias,27179.0,,,,,,1,From Throw In,Roberto Lago Soto,27054.0,Left Back,23,Barcelona,217,['9a8641b9-6716-4dca-8d8f-e2a46862b1c3'],52,,,,,,,,,,,,,,,,,Getafe,216,00:11:52.529,Pass,,2014/2015
,,,,,,,,,,,,,,,0.744545,,,,,,,,,,,,,a5ea2bc1-2f76-4354-9f15-bf56acc8d742,597,,"[55.0, 80.0]",265963,12,True,,,-2.3855977,,,,,,"[41.0, 66.8]",,Low Pass,,19.241621,,,Marc Bartra Aregall,7068.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,24,Barcelona,217,['6ba19d93-ef43-424e-a1e4-f6bfbca3e592'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:12:08.200,Pass,,2014/2015
,,,,,,,,,,,,,,,0.951171,,,,,,,,,,,,,b9999732-7068-43d8-842d-76c77585eb7a,599,,"[41.0, 66.8]",265963,12,True,,,-1.5707964,,Right Foot,,,,"[41.0, 38.3]",,Ground Pass,,28.5,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,24,Barcelona,217,['3aff399c-b325-4aa9-b76b-53d4492bdc05'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.264,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4367,,,,,,,,,,,,,afc61c5a-ff0e-4d42-9d06-760a0322adcb,601,,"[41.9, 38.6]",265963,12,,,,-0.92389965,,Left Foot,,,,"[56.1, 19.8]",,Ground Pass,,23.560135,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,24,Barcelona,217,['422fc0d9-dec0-4a41-ac69-44a7854c31fd'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:12:11.449,Pass,,2014/2015
,,,,,,,,,,,,,,,1.188,,,,,,,,,,,,,10a2f77a-7b91-484b-9d6c-6992997a85ae,604,,"[63.1, 22.7]",265963,12,,,,1.4389132,,Right Foot,,,,"[64.4, 32.5]",,Ground Pass,,9.885848,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,24,Barcelona,217,['2b72a532-9006-4469-881f-699ebe6efe33'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:12:15.623,Pass,,2014/2015
,,,,,,,,,,,,,,,2.6452,,,,,,,,,,,,,58c7e661-d7b2-454e-ac84-30b84cee23d7,606,,"[64.6, 32.6]",265963,12,,,,-2.3512685,,Right Foot,,,,"[54.5, 22.4]",,Ground Pass,,14.354442,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,['d0b9c4cc-db85-49c9-a6d9-3d5d855fcca1'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:12:16.811,Pass,,2014/2015
,,,,,,,,,,,,,,,2.653,,,,,,,,,,,,,66d74423-2c9d-4717-b452-cd8b77e72d18,609,,"[56.6, 28.5]",265963,12,,,,1.5409545,,Right Foot,,,,"[57.4, 55.3]",,Ground Pass,,26.811937,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,24,Barcelona,217,['21416bcb-def3-4e43-910a-d2d8257d2972'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:12:22.232,Pass,,2014/2015
,,,,,,,,,,,,,,,1.044,,,,,,,,,,,,,cc28456d-bf55-47b5-b639-88f64fe23eec,613,,"[63.2, 61.5]",265963,12,,,,0.96850896,,Right Foot,,,,"[68.7, 69.5]",,Ground Pass,,9.708244,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,24,Barcelona,217,"['67aa7ccb-231c-4182-b4db-6fc0bf2d50b4', 'e0e8c464-325d-4e68-b66e-40c9f1953fe2']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:12:26.233,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.0479,,,,,,,,,,,,,2b909481-b5d3-4746-907d-d4e36d95071b,616,,"[69.7, 70.0]",265963,12,,,,0.6585659,,Right Foot,,,,"[78.1, 76.5]",,Ground Pass,,10.621205,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,24,Barcelona,217,['5e929192-d965-462d-9cfa-cde82153baac'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:12:28.441,Pass,,2014/2015
,,,,,,,,,,,,,,,1.358444,,,,,,,,,,,,,0e9c16ca-5e33-4a2d-8e22-cda98b66774d,620,,"[77.1, 76.5]",265963,12,,,,-0.9788255,,Left Foot,,,,"[84.9, 64.9]",,Ground Pass,,13.978555,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,24,Barcelona,217,"['0ad31137-5ee6-4735-b9b9-0ed8d44e7032', 'e5c7c2d5-d1b0-4c7b-87e8-6e5572397087']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:12:30.347,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.63927,,,,,,,,,,,,,11dac118-a1c7-4176-82ae-c1f8c89be47f,626,,"[91.8, 63.5]",265963,13,,,,-0.9025069,,Right Foot,True,,,"[114.3, 35.0]",,High Pass,,36.311153,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,25,Barcelona,217,['da51bba3-f088-4b97-9c97-69a5c44d4f13'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:13:23.100,Pass,,2014/2015
,,,,,,,,,,,,,,,1.4001,,,,,,,,,,,,,13f44e9f-338a-4e0f-8075-e1cd4efb6c8b,628,,"[120.0, 80.0]",265963,13,,,,-1.9753109,28ee4c23-98a5-4c15-bbd9-6a578479c254,Right Foot,,,,"[106.3, 48.0]",,High Pass,,34.809338,,True,Rafael Alcântara do Nascimento,6998.0,True,,Outswinging,,Corner,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,26,Barcelona,217,['cac890dd-720b-4414-83c6-b00a10be1a17'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:13:50.228,Pass,,2014/2015
,,,,,,,,,,,,,,,3.806716,,,,,,,,,,,,,28dee05c-02ec-4aea-9bf2-a0e511634ff9,632,,"[7.0, 44.1]",265963,14,,,,0.19241464,,Right Foot,,,,"[72.7, 56.9]",,High Pass,,66.935265,Incomplete,,Papa Babacar Diawara,27112.0,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,27,Getafe,216,"['4cb5b9ce-0dca-4ab1-8b3c-8f6cbcd5d5ef', 'd6a9b210-0db8-43d3-be10-c7213ff0863c']",23,,,,,,,,,,,,,,,,,Getafe,216,00:14:23.264,Pass,,2014/2015
,,,,,,,,,,,,,,,2.511,,,,,,,,,,,,,4cb5b9ce-0dca-4ab1-8b3c-8f6cbcd5d5ef,635,,"[47.4, 23.2]",265963,14,,,True,-1.1492292,,,,,,"[56.1, 3.8]",,High Pass,,21.261467,,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,28,Barcelona,217,"['28dee05c-02ec-4aea-9bf2-a0e511634ff9', '695cab0c-e793-4179-b2fc-6573f4de3fe0', '77938265-b2d9-4429-a548-53e54574833f']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:14:27.070,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.0005,,,,,,,,,,,,,9a67b683-36d7-458d-a7c2-7d27e68ac3aa,639,,"[55.0, 3.3]",265963,14,,,,2.175576,,Left Foot,,,,"[50.3, 10.1]",,Low Pass,,8.266196,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,28,Barcelona,217,"['660be06a-d087-4130-9317-f3fe8f5f1ee5', 'af838046-7ab7-4b94-8e28-59b7f75960e0']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:14:30.849,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.2244,,,,,,,,,,,,,41254053-a446-4d86-8897-a6fb1061f263,642,,"[49.8, 10.9]",265963,14,,,,-2.9816794,,Right Foot,,,,"[40.5, 9.4]",,Low Pass,,9.420191,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,28,Barcelona,217,['89167070-47f1-47e2-8016-d507c5418f38'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:14:31.850,Pass,,2014/2015
,,,,,,,,,,,,,,,3.439282,,,,,,,,,,,,,33e6562f-446a-4720-bb6b-5a6ff3f60a61,645,,"[40.9, 9.1]",265963,14,,,,0.6237946,,Right Foot,,,,"[75.5, 34.0]",,High Pass,,42.628277,Incomplete,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,28,Barcelona,217,"['6da8fcec-52ee-4108-b8e0-5409342b4a08', 'c1fdf141-42ee-476b-b54b-e4a74e9a76fa']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:14:33.074,Pass,True,2014/2015
,,,,,,,,,,,,,,,3.706974,,,,,,,,,,,,,6da8fcec-52ee-4108-b8e0-5409342b4a08,646,,"[44.6, 46.1]",265963,14,,,,-0.032546643,,Head,,,,"[66.1, 45.4]",,High Pass,,21.511393,,,Fredy Hinestroza Arias,27179.0,,,,,Recovery,1,From Counter,Alexis Ruano Delgado,6614.0,Left Center Back,29,Getafe,216,"['33e6562f-446a-4720-bb6b-5a6ff3f60a61', '430d8b9e-a5a5-4129-a027-fddb8382728a']",36,,,,,,,,,,,,,,,,,Getafe,216,00:14:36.513,Pass,,2014/2015
,,,,,,,,,,,,,,,0.833494,,,,,,,,,,,,,c5ca8a47-81f2-4045-b278-f4167cb4b8eb,649,,"[66.1, 45.3]",265963,14,,,True,-1.9477056,,,,,,"[64.2, 40.5]",,High Pass,,5.162364,,,Mehdi Lacen,6745.0,,,,,,1,From Counter,Fredy Hinestroza Arias,27179.0,Center Attacking Midfield,29,Getafe,216,"['212f76ef-f36a-4ce3-84c8-edd01dbc7af1', 'bc08717c-9999-40a6-9db8-a3446c73643a']",40,,,,,,,,,,,,,,,,,Getafe,216,00:14:40.540,Pass,True,2014/2015
,,,,,,,,,,,,,,,3.2865,,,,,,,,,,,,,72d827b7-1242-4dd0-8d01-ff5eed9baace,652,,"[64.7, 37.4]",265963,14,,,,-0.23980072,b60145d1-424c-4c2e-970a-8328b8d2cfd1,Left Foot,,,,"[101.1, 28.5]",,High Pass,,37.472256,,,Fredy Hinestroza Arias,27179.0,True,,,,,1,From Counter,Mehdi Lacen,6745.0,Right Defensive Midfield,29,Getafe,216,['ae5ec866-039d-4efb-81c9-755f51927df7'],42,,,,,,,,,,,,,,,,,Getafe,216,00:14:42.591,Pass,,2014/2015
,,,,,,,,,,,,,,,1.037551,,,,,,,,,,,,,678d1051-2f81-4b93-9e9b-c8acc5607210,659,,"[118.2, 57.7]",265963,14,,,,-1.7218117,,Right Foot,True,,,"[116.8, 48.5]",,Low Pass,,9.305912,Incomplete,,Papa Babacar Diawara,27112.0,,,,,Recovery,1,From Counter,Pedro León Sánchez Gil,6907.0,Right Wing,29,Getafe,216,"['00aff51f-dbaf-4f8f-a1a0-8c69f5d9c956', '4a033369-3d89-48b4-a43c-15b899107106', 'eda60e17-6a72-4804-9ee5-c6883191f58e']",50,,,,,,,,,,,,,,,,,Getafe,216,00:14:50.974,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.7598,,,,,,,,,,,,,5755fd9d-dcea-4d68-add3-929c83efdaf5,663,,"[46.2, 18.8]",265963,14,,,,-0.7949217,,Left Foot,,,,"[56.6, 8.2]",,Ground Pass,,14.8499155,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,30,Barcelona,217,['d5ad9a76-1cad-48df-8fd0-f1309d4ac6b6'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:14:57.564,Pass,,2014/2015
,,,,,,,,,,,,,,,0.929764,,,,,,,,,,,,,3ae3d8f0-a647-4ecf-8455-d9c7c42c9c17,666,,"[68.5, 9.1]",265963,15,,,,-0.51339906,,Right Foot,,,,"[77.9, 3.8]",,Ground Pass,,10.7912,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,30,Barcelona,217,['522aab40-8581-48ff-be46-35ed10b0203a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.669,Pass,,2014/2015
,,,,,,,,,,,,,,,1.9148,,,,,,,,,,,,,573ef1ff-a305-4385-9557-5d10c7965a96,670,,"[81.9, 29.9]",265963,15,,,,1.2540208,,Right Foot,,,,"[91.8, 60.1]",,Low Pass,,31.781284,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,30,Barcelona,217,['a2195138-9f6b-4014-887f-f7e26586ea50'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:15:07.373,Pass,,2014/2015
,,,,,,,,,,,,,,,2.1716,,,,,,,,,,,,,ae0c2de2-e088-48d6-a2ac-388ae710f823,674,,"[97.1, 54.5]",265963,15,,,,0.17404523,,Left Foot,,,,"[115.3, 57.7]",,Ground Pass,,18.479177,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,30,Barcelona,217,"['efaa12a2-5085-4980-9ffc-61d558c42886', 'fe8b18a7-c6b8-471d-ab3a-dcf34e86cfda']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:15:10.926,Pass,True,2014/2015
,,,,,,,,,,,,,,,3.4965,,,,,,,,,,,,,03a5cead-f45a-4552-93a3-12ec42c7848d,678,,"[7.0, 44.1]",265963,15,,,,0.075860105,,Right Foot,,,,"[74.1, 49.2]",,High Pass,,67.29353,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,31,Getafe,216,"['16cc0d22-59b5-4c1d-81a1-3780167ae734', 'bbaa09d8-7a73-4e7e-bfd3-2f2cac06626b']",50,,,,,,,,,,,,,,,,,Getafe,216,00:15:50.199,Pass,,2014/2015
,,,,,,,,,,,,,,,1.820918,,,,,,,,,,,,,16cc0d22-59b5-4c1d-81a1-3780167ae734,681,,"[46.0, 30.9]",265963,15,,,True,0.6807238,,,,,,"[60.2, 42.4]",,High Pass,,18.272657,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,31,Getafe,216,"['03a5cead-f45a-4552-93a3-12ec42c7848d', '28c9c99e-383f-4786-99e4-ecb8938e98d7', 'a87508a3-bdab-4312-a83b-59e893e79978', 'ab53ac2e-133b-4898-84ed-c73f876395e9']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:15:53.696,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.074032,,,,,,,,,,,,,4e5f2bc6-dfc3-47f5-8e6c-f8a5ff248f11,685,,"[64.2, 41.0]",265963,15,,,,0.4636476,,Right Foot,,,,"[69.0, 43.4]",,Low Pass,,5.3665633,,,Pedro León Sánchez Gil,6907.0,,,,,,1,From Goal Kick,Mehdi Lacen,6745.0,Right Defensive Midfield,31,Getafe,216,['bbc8e1cb-aa16-4489-994d-c3700cf444f1'],56,,,,,,,,,,,,,,,,,Getafe,216,00:15:56.468,Pass,,2014/2015
,,,,,,,,,,,,,,,1.351808,,,,,,,,,,,,,e13001d4-b052-45e5-8ba2-9241498a0cb8,688,,"[69.0, 43.4]",265963,15,,,,-1.9351276,,Right Foot,,,,"[64.5, 31.6]",,High Pass,,12.628935,,,Mehdi Lacen,6745.0,,,,,,1,From Goal Kick,Pedro León Sánchez Gil,6907.0,Right Wing,31,Getafe,216,['31f20eed-5c2a-4558-92db-e067c6994962'],57,,,,,,,,,,,,,,,,,Getafe,216,00:15:57.742,Pass,,2014/2015
,,,,,,,,,,,,,,,1.886117,,,,,,,,,,,,,1c5247d5-532c-4543-ab8e-d4f95a65ad2a,691,,"[64.9, 30.2]",265963,15,,,,-0.9818928,,Left Foot,,,,"[82.0, 4.6]",,High Pass,,30.785873,,,Emiliano Buendía,11813.0,,,,,,1,From Goal Kick,Mehdi Lacen,6745.0,Right Defensive Midfield,31,Getafe,216,['1fb96f47-02b4-4dbd-aa06-5128a3cec467'],59,,,,,,,,,,,,,,,,,Getafe,216,00:15:59.499,Pass,,2014/2015
,,,,,,,,,,,,,,,1.634906,,,,,,,,,,,,,35b9869e-5829-44cb-b4eb-0d7b2b5ec626,694,,"[94.9, 14.7]",265963,16,,,,0.5585993,23bd178d-c83a-4d99-8b6d-ffde75538201,Right Foot,,,,"[116.5, 28.2]",,Ground Pass,,25.471748,,,Papa Babacar Diawara,27112.0,True,,Through Ball,True,,1,From Goal Kick,Emiliano Buendía,11813.0,Left Wing,31,Getafe,216,['f029163a-3d86-43c5-a520-3ffd5f244fa3'],5,,,,,,,,,,,,,,,,,Getafe,216,00:16:05.426,Pass,,2014/2015
,,,,,,,,,,,,,,,2.4304,,,,,,,,,,,,,4bbc2d1a-18a8-4d8e-998c-76b3dc2d4357,699,,"[15.3, 43.4]",265963,16,True,,,1.3131173,,Keeper Arm,,,,"[22.6, 71.1]",,Low Pass,,28.645767,,,Daniel Alves da Silva,4324.0,,,,,,1,From Keeper,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,33,Barcelona,217,['7ddf1749-d482-4803-82d9-3ad8b1d7a237'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:16:15.013,Pass,,2014/2015
,,,,,,,,,,,,,,,2.2082,,,,,,,,,,,,,bca9b4a3-f044-4e86-a777-c74133a474b0,701,,"[23.3, 72.9]",265963,16,,,,-1.549523,,Right Foot,,,,"[23.6, 58.8]",,Ground Pass,,14.103191,,,Marc Bartra Aregall,7068.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,34,Barcelona,217,['dedf3a0a-a107-4659-a768-c1d7b2572035'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:16:17.443,Pass,,2014/2015
