50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.9263,,,,,,,,,,,,650204c8-96a5-40ce-acf4-c142d270f8cd,34,,"[50.3, 31.9]",69293,0,,,,-0.40763152,,Right Foot,,,,"[59.1, 28.1]",,Ground Pass,,9.585405,,,,Mamadou Koné,26553.0,,,,,Recovery,1,Regular Play,Alexandros Tziolis,20538.0,Center Defensive Midfield,3,Racing Santander,1217,['aca034ae-635b-48b0-adc4-18992cc4595d'],27,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:27.747,Pass,,2011/2012
,,,,,,,,,,,,,,,3.506427,,,,,,,,,,,,85384909-7067-441e-a689-8c008fc8dfa6,44,,"[67.1, 44.3]",69293,0,,,,2.046348,,Right Foot,,,,"[49.9, 77.7]",,Ground Pass,,37.568604,,Incomplete,,Francisco Jesús Pérez Malia,26615.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Right Center Midfield,3,Racing Santander,1217,"['85f04480-af12-487e-93d5-a8c6ec92eb1d', 'c65116a9-4818-4f06-9d3e-d0e3cca11124', 'fd98fabf-50d6-4cc2-ae83-fa982363cf5d']",33,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:33.798,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.993825,,,,,,,,,,,,86936083-630e-4c7a-872b-f2d52b3a5cd4,49,,"[72.8, 3.5]",69293,0,,,,2.3906636,,Right Foot,,,,"[63.8, 11.9]",,Ground Pass,,12.31097,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,4,Barcelona,217,"['f304956a-e74a-47eb-89f9-1b59ddbc38df', 'f50998bb-1173-44ab-b73b-e40cf90a228b']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.987,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.507837,,,,,,,,,,,,90c91811-6624-48d8-9cf4-7423b22bd4c8,52,,"[62.3, 19.7]",69293,0,,,,2.0213633,,Right Foot,,,,"[48.9, 47.4]",,Low Pass,,30.770927,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['98683bcd-1b52-450f-85c5-db5bff575427'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.031,Pass,,2011/2012
,,,,,,,,,,,,,,,0.904988,,,,,,,,,,,,c5df3d55-6cc0-4d7f-bec8-207a8b4b1f2a,55,,"[53.9, 46.0]",69293,0,,,,-1.259798,,Right Foot,,,,"[56.6, 37.6]",,Ground Pass,,8.823265,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['ea85d35c-715f-4942-ada2-7d4ce0e83345'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.548,Pass,,2011/2012
,,,,,,,,,,,,,,,1.855462,,,,,,,,,,,,6ce6411d-6e18-4147-82f9-682f1b7e7cff,58,,"[57.7, 36.9]",69293,0,,,,-1.2244029,,Right Foot,,,,"[69.9, 3.1]",,Ground Pass,,35.934383,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Center Defensive Midfield,4,Barcelona,217,['f0c3fb38-6f4c-4188-ac81-92014ebed99a'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.726,Pass,,2011/2012
,,,,,,,,,,,,,,,0.677103,,,,,,,,,,,,11f00652-0610-4f1d-ac45-5054159d7897,61,,"[68.0, 6.4]",69293,0,,,,-0.32175055,,Right Foot,,,,"[77.9, 3.1]",,Ground Pass,,10.435516,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['cb2c2d37-7ad3-4992-900b-7097fce96b96'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.068,Pass,,2011/2012
,,,,,,,,,,,,,,,0.98381,,,,,,,,,,,,97059e06-efc7-443e-ae7c-cc5321c458f6,65,,"[84.2, 13.2]",69293,0,,,,2.6315303,,Right Foot,,,,"[69.9, 21.2]",,Ground Pass,,16.385664,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['d3e3b4cc-cc2b-409d-abcc-35a767bc314f'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.477,Pass,,2011/2012
,,,,,,,,,,,,,,,1.023942,,,,,,,,,,,,406f1e87-56cf-456a-9458-f8c969ac2f7d,69,,"[70.5, 23.1]",69293,1,True,,,1.7390031,,Right Foot,,,,"[66.9, 44.3]",,Ground Pass,,21.503489,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Center Defensive Midfield,4,Barcelona,217,"['02a53c6e-f96b-41f2-9532-b33f18d1faf7', 'bda76cfb-ac63-41e0-9d35-1e0b4eb138de']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.023,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.714791,,,,,,,,,,,,38884580-e699-4a7b-960b-10b152fca3b5,74,,"[73.0, 31.9]",69293,1,,,,1.8662372,,Right Foot,,,,"[70.2, 41.1]",,Low Pass,,9.6166525,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,,1,Regular Play,Mamadou Koné,26553.0,Center Forward,4,Barcelona,217,"['4fb06ac7-ee1e-4e23-a3af-31ababcc984c', '9b474fe5-1a97-41ab-8bbf-64d73aba403f', 'fbf24615-35f9-4a4e-a567-8620395cc491']",3,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:03.868,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.904774,,,,,,,,,,,,9c973ea7-40f4-4ea4-b840-3283c083f55d,77,,"[46.8, 51.0]",69293,1,,,,-2.7233684,,Right Foot,,,,"[36.9, 46.6]",,Ground Pass,,10.833744,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,4,Barcelona,217,['15efba8b-4bea-489a-8717-40f6bd9f630b'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.818,Pass,,2011/2012
,,,,,,,,,,,,,,,0.967704,,,,,,,,,,,,04321acc-0f51-402e-95e1-ab02f86e48e2,80,,"[39.6, 50.0]",69293,1,,,,1.2924967,,Right Foot,,,,"[43.2, 62.6]",,Ground Pass,,13.1041975,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['44d909c3-6288-4665-8bef-19fbc1bfef6a'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.943,Pass,,2011/2012
,,,,,,,,,,,,,,,1.077144,,,,,,,,,,,,a4ae28bb-70a4-4db4-93e3-a0b82dd0db76,83,,"[44.0, 64.9]",69293,1,,,,-1.6111784,,Right Foot,,,,"[43.2, 45.1]",,Ground Pass,,19.816154,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['ec070d50-54e3-4a0c-afcc-d9cfd15d052e'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.544,Pass,,2011/2012
,,,,,,,,,,,,,,,1.886067,,,,,,,,,,,,5f778cc9-ccbd-408b-ac74-a22f832b83dd,86,,"[57.9, 36.9]",69293,1,,,,-1.6965237,,Right Foot,,,,"[54.5, 10.0]",,Ground Pass,,27.11402,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Center Defensive Midfield,4,Barcelona,217,['3194cb61-68fb-4f7d-9884-d45aef9a0cb7'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.859,Pass,,2011/2012
,,,,,,,,,,,,,,,0.825123,,,,,,,,,,,,a4823b4f-80f3-4dce-925d-94282309caa2,89,,"[63.4, 12.1]",69293,1,,,,0.3686959,,Left Foot,,,,"[76.6, 17.2]",,Ground Pass,,14.150971,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['f6018428-9f30-4617-b154-d4e5cbf4354d'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.779,Pass,,2011/2012
,,,,,,,,,,,,,,,0.911287,,,,,,,,,,,,347001c2-2ef7-48d2-bc7f-f8b94597dc75,92,,"[77.2, 17.2]",69293,1,,,,-2.7652645,,Right Foot,,,,"[64.8, 12.3]",,Ground Pass,,13.333041,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['75002163-6f44-4a81-b597-c40313ecf7c5'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.684,Pass,,2011/2012
,,,,,,,,,,,,,,,1.875033,,,,,,,,,,,,66eeb11a-a584-4fc7-aadd-6843f76c80ea,95,,"[64.8, 12.3]",69293,1,,,,2.4364078,,Left Foot,,,,"[48.0, 26.6]",,Ground Pass,,22.061958,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['f07637d2-10e1-4878-bdb3-764131b0004a'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.940,Pass,,2011/2012
,,,,,,,,,,,,,,,1.315353,,,,,,,,,,,,707c5349-01b7-4a2d-a7f2-ac63671a081b,98,,"[49.5, 30.6]",69293,1,,,,1.5422326,,Right Foot,,,,"[50.1, 51.6]",,Ground Pass,,21.00857,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['4550c389-bcd9-4bf9-8b8b-a394c44c6101'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.686,Pass,,2011/2012
,,,,,,,,,,,,,,,0.76899,,,,,,,,,,,,31af768e-57aa-475d-afeb-cdf6027fad7c,101,,"[55.8, 63.4]",69293,1,,,,-1.4625257,,Right Foot,,,,"[56.8, 54.2]",,Ground Pass,,9.254189,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['c02b756f-381c-4a62-bc03-6c8ce2eae308'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.878,Pass,,2011/2012
,,,,,,,,,,,,,,,1.372056,,,,,,,,,,,,97c64ea9-fcb6-42cb-9764-66acd1659ffe,104,,"[56.8, 57.3]",69293,1,,,,1.2973951,,Right Foot,,,,"[62.1, 76.2]",,Ground Pass,,19.62906,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['1a0356c3-422f-4f49-a60a-030e6632b4ba'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.118,Pass,,2011/2012
,,,,,,,,,,,,,,,1.668469,,,,,,,,,,,,51113efc-297e-4215-844d-0ea1fe715c6c,107,,"[62.7, 74.3]",69293,1,,,,-2.6963856,,Right Foot,,,,"[43.0, 64.9]",,Ground Pass,,21.827734,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['7324fefb-b7c1-4f5d-8b89-623a886dce01'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.999,Pass,,2011/2012
,,,,,,,,,,,,,,,1.539141,,,,,,,,,,,,472c960e-c5ec-4b45-a612-c6ca56b58e2d,110,,"[47.8, 62.8]",69293,1,,,,-1.7112789,,Right Foot,,,,"[43.6, 33.1]",,Ground Pass,,29.9955,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['c2cda6ea-6101-4323-8794-7d227b79892c'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.252,Pass,,2011/2012
,,,,,,,,,,,,,,,1.146586,,,,,,,,,,,,31755073-fb25-426b-8469-e581551b8b5a,113,,"[48.4, 27.5]",69293,1,,,,-0.5127411,,Right Foot,,,,"[61.9, 19.9]",,Ground Pass,,15.492256,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['3d8767bc-3068-4216-a848-dd89d9608381'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.386,Pass,,2011/2012
,,,,,,,,,,,,,,,1.318652,,,,,,,,,,,,ff94561d-2eaa-4a17-921c-0e3eaae13aa6,117,,"[61.3, 20.3]",69293,1,,,,-1.0328873,,Right Foot,,,,"[71.8, 2.7]",,Ground Pass,,20.494146,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Center Defensive Midfield,4,Barcelona,217,['fcf825c3-d2ad-4f14-b668-cd5b9e29591a'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.483,Pass,,2011/2012
,,,,,,,,,,,,,,,0.773502,,,,,,,,,,,,28bd22a1-c98c-4499-85fa-59ccddf3e8b4,121,,"[74.3, 2.7]",69293,1,,,,1.4940244,,Left Foot,,,,"[74.7, 7.9]",,Low Pass,,5.215362,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['a0de63dc-89c0-4d89-af88-121e92fd8b5d'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.327,Pass,,2011/2012
,,,,,,,,,,,,,,,2.994411,,,,,,,,,,,,366bb9eb-f931-4ff3-94a7-50f7cc3f1907,126,,"[58.7, 80.0]",69293,2,,,,-0.14079452,,,,,,"[84.1, 76.4]",,High Pass,,25.65385,,Incomplete,,Mamadou Koné,26553.0,,,,,Throw-in,1,From Throw In,Francisco Jesús Pérez Malia,26615.0,Right Back,5,Racing Santander,1217,"['0c6c1b11-33fb-4474-90a7-e53a90b9c046', 'b7724926-cc85-4b47-948b-6cbb0cb005c8']",4,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:02:04.142,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3332,,,,,,,,,,,,ab044060-591d-4ac4-a351-e92bb90c8a73,129,,"[85.4, 80.0]",69293,2,,,,-1.2753555,,,,,,"[86.8, 75.4]",,Low Pass,,4.8083262,,,,Papa Kouly Diop,6867.0,,,,,Throw-in,1,From Throw In,Francisco Jesús Pérez Malia,26615.0,Right Back,6,Racing Santander,1217,['e79922b4-3ccc-4ae0-abf7-54d6fbb2c00f'],19,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:02:19.691,Pass,,2011/2012
