bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.156247,,,,,,,,,,,,,,,,,a20c2abb-89ef-4618-95b8-890cf03b89f6,57,,"[42.2, 5.9]",69245,1,,,,,0.82810724,,Head,,,"[47.8, 12.0]",High Pass,,8.280701,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,"['4196293d-2394-40b2-8bd1-c0619829480f', 'f4a09493-d3f1-404a-ae72-ac70957b1d46']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.302,Pass,,2010/2011
,,,,,,,,,,,,,,,1.354519,,,,,,,,,,,,,,,,,35bd627d-2bba-4915-99c2-bb0d33d47501,63,,"[47.8, 9.6]",69245,1,,,,,2.051249,,Right Foot,,,"[35.5, 33.2]",Ground Pass,,26.612967,,,Carles Puyol i Saforcada,20125.0,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,7,Barcelona,217,['21944583-ca9d-4268-abdd-ca63034b5e1c'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.979,Pass,,2010/2011
,,,,,,,,,,,,,,,0.909554,,,,,,,,,,,,,,,,,51729b9c-b011-4300-93af-2a04cf151e6a,66,,"[35.5, 33.2]",69245,1,,,,,0.26060238,,Right Foot,,,"[47.5, 36.4]",Ground Pass,,12.41934,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,['e45802c2-133a-47dd-be09-0fc8596e4ea8'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.682,Pass,,2010/2011
,,,,,,,,,,,,,,,1.005571,,,,,,,,,,,,,,,,,71c9e002-2db8-44d6-8c68-908f72e630cb,69,,"[44.6, 36.4]",69245,1,,,,,-3.0845118,,Right Foot,,,"[34.1, 35.8]",Ground Pass,,10.517129,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['04377289-6149-40f1-a64f-325f39ee233d'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.346,Pass,,2010/2011
,,,,,,,,,,,,,,,1.426226,,,,,,,,,,,,,,,,,3bff577f-1314-4cf4-862c-ab1b5bd12652,72,,"[34.6, 36.3]",69245,1,,,,,-1.856351,,Right Foot,,,"[28.2, 14.5]",Ground Pass,,22.720036,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,['e209402b-eeca-464c-b5fe-b75cf5e03381'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.265,Pass,,2010/2011
,,,,,,,,,,,,,,,1.05466,,,,,,,,,,,,,,,,,3295b215-d031-4927-8768-003628a232b3,76,,"[36.0, 15.8]",69245,1,,,,,0.9122848,,Left Foot,,,"[46.6, 29.5]",Ground Pass,,17.32195,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,7,Barcelona,217,"['5f11e7ec-d9ff-423d-8584-c2fa8c86309a', '6e3a0a6d-c97f-44b1-a0fa-251be020b1dc']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.410,Pass,True,2010/2011
,,,,,,,,,,,,,,,3.727851,,,,,,,,,,,,,,,,,ff266bba-32b5-4d57-b87d-b11ee204f1a8,79,,"[52.0, 38.0]",69245,1,,,,,-0.8815916,,Right Foot,,,"[82.9, 0.5]",High Pass,,48.59074,Out,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['975f126d-6e02-494c-9288-28488acc3365'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.065,Pass,,2010/2011
,,,,,,,,,,,,,,,3.2953,,,,,,,,,,,,,,,,,62e0c15f-bc33-49a9-acb0-8a4dee8a0b70,81,,"[55.8, 80.0]",69245,1,,,,,-0.82398903,,,,,"[80.7, 53.1]",High Pass,,36.655422,Incomplete,,Karim Benzema,19677.0,,,,,Throw-in,1,From Throw In,Sergio Ramos García,5201.0,Right Back,8,Real Madrid,220,"['3dcf4e72-b670-460d-9f05-64f9f4f80073', 'e849f316-eda2-4759-b7ed-9bc06ced73ef']",53,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:53.155,Pass,,2010/2011
,,,,,,,,,,,,,,,0.5248,,,,,,,,,,,,,,,,,3dcf4e72-b670-460d-9f05-64f9f4f80073,83,,"[39.4, 27.0]",69245,1,,,,,0.07067853,,Head,,,"[50.7, 27.8]",High Pass,,11.328283,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,8,Real Madrid,220,"['42168e8d-5f76-42c0-907c-c29f1c22f86b', '62e0c15f-bc33-49a9-acb0-8a4dee8a0b70', 'bf699804-8d04-4f97-90c0-9051c8098a24']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.450,Pass,,2010/2011
,,,,,,,,,,,,,,,2.0625,,,,,,,,,,,,,,,,,7c70d7ce-76b9-450b-8f5b-2b258fef0d00,97,,"[62.5, 44.2]",69245,2,,,,,0.81414425,,Right Foot,,,"[92.9, 76.4]",High Pass,,44.28318,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Free Kick,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Center Defensive Midfield,9,Real Madrid,220,['6d762fc0-9987-4e6c-9442-3a35c72d5c48'],23,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:23.709,Pass,,2010/2011
,,,,,,,,,,,,,,,0.7553,,,,,,,,,,,,,,,,,23397af7-4f5c-4462-98be-1c6b15159ff8,100,,"[89.5, 75.6]",69245,2,,,,,-2.1866663,,Right Foot,,,"[84.9, 69.1]",Ground Pass,,7.9630394,,,Sami Khedira,5566.0,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Wing,9,Real Madrid,220,['bb1e7f68-e7e9-4255-8c00-9dd25a82f993'],27,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:27.101,Pass,,2010/2011
,,,,,,,,,,,,,,,0.8625,,,,,,,,,,,,,,,,,8d03be67-c7ac-45b6-a853-05dfd1e6c00d,103,,"[79.6, 66.8]",69245,2,,,,,-0.7661698,,Right Foot,,,"[84.9, 61.7]",Ground Pass,,7.3552704,,,Xabier Alonso Olano,20133.0,,,,,,1,From Free Kick,Sami Khedira,5566.0,Right Center Midfield,9,Real Madrid,220,['c081e460-8aa8-47bf-91b5-796364600ecf'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:29.241,Pass,,2010/2011
,,,,,,,,,,,,,,,0.795073,,,,,,,,,,,,,,,,,10c00351-ffa3-4bab-8ea2-246f1abae5dc,111,,"[35.9, 19.7]",69245,2,,,,,0.11710875,,Right Foot,,,"[47.8, 21.1]",Ground Pass,,11.98207,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['a7f6fc3a-866e-43b0-8519-6de6681129dc'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.072,Pass,,2010/2011
,,,,,,,,,,,,,,,0.455629,,,,,,,,,,,,,,,,,c049924b-9db2-45b7-8e91-2deb6ca482ac,115,,"[48.0, 21.7]",69245,2,,,,,1.6983058,,Left Foot,,,"[47.5, 25.6]",Ground Pass,,3.9319208,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,10,Barcelona,217,['cfc1ac43-4217-4bd1-b60c-899d3c221c07'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.397,Pass,,2010/2011
,,,,,,,,,,,,,,,0.861106,,,,,,,,,,,,,,,,,bad8b731-7b13-4589-b236-5795aeeae1a1,121,,"[68.6, 18.5]",69245,2,,,,,2.2339993,,Left Foot,,,"[63.6, 24.9]",Ground Pass,,8.121576,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,11,Barcelona,217,['1428a815-8ef9-48fa-be75-b5b66aff54d5'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.492,Pass,,2010/2011
,,,,,,,,,,,,,,,1.199196,,,,,,,,,,,,,,,,,eed60ad6-0e23-42ed-8b27-c85d6b9a983c,125,,"[63.5, 24.0]",69245,2,,,,,1.6164788,,Right Foot,,,"[62.7, 41.5]",Ground Pass,,17.518276,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,11,Barcelona,217,['7b079560-6a09-4d97-aa1c-e9f8e620ddd3'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:02:50.022,Pass,,2010/2011
,,,,,,,,,,,,,,,1.312449,,,,,,,,,,,,,,,,,b0ee4839-f0e3-44c7-96e5-942a01876062,128,,"[62.7, 42.0]",69245,2,,,,,2.7892003,,Right Foot,,,"[47.2, 47.7]",Ground Pass,,16.514841,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,11,Barcelona,217,['a7ae0d5c-8e7d-4974-aa7f-99b3f9b622a9'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.596,Pass,,2010/2011
,,,,,,,,,,,,,,,1.023122,,,,,,,,,,,,,,,,,0e78b424-0fc3-4d16-bed6-8e93b949609b,132,,"[48.1, 50.0]",69245,2,,,,,0.61906606,,Right Foot,,,"[56.1, 55.7]",Ground Pass,,9.822932,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,11,Barcelona,217,['ea81aaf3-eedf-4285-8a53-795b17dcbc3a'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.508,Pass,,2010/2011
,,,,,,,,,,,,,,,1.156149,,,,,,,,,,,,,,,,,72e227c4-b3a5-432e-a6cc-e66fdd1fb4f8,136,,"[56.9, 55.7]",69245,2,,,,,-1.7903402,,Right Foot,,,"[54.2, 43.6]",Ground Pass,,12.39758,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,11,Barcelona,217,"['39ab71c0-bdc9-4dac-968f-b14529a48f36', 'ab7a6bfe-6395-42c7-9968-9d8f0d86197d']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.165,Pass,True,2010/2011
,,,,,,,,,,,,,,,1.020795,,,,,,,,,,,,,,,,,81c305ea-d445-4857-a1ca-92a32665c8fe,140,,"[60.8, 33.9]",69245,3,,,,,2.9163158,,Right Foot,,,"[56.0, 35.0]",Ground Pass,,4.924429,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,"['95c77a72-824e-4c77-857e-e8a98a7290ab', 'debb2c47-0d1c-4a26-a640-7a30c7c4a6b9']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.485,Pass,True,2010/2011
,,,,,,,,,,,,,,,1.076615,,,,,,,,,,,,,,,,,1928f53f-04a0-42f9-813b-7f6a4e56f101,143,,"[55.2, 35.0]",69245,3,,,,,1.4166882,,Right Foot,,,"[56.8, 45.3]",Ground Pass,,10.423532,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,11,Barcelona,217,['8f8f9417-2f23-4c61-afc8-afca75a085be'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.884,Pass,,2010/2011
