bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.8785,,,,,,,,,,,,4597b4e2-4951-4f24-98c1-5949db805a76,45,,,"[47.6, 63.4]",70223,0,,,,-2.8397825,,Right Foot,,,,"[37.0, 60.1]",,Ground Pass,,11.101802,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Midfield,2,Barcelona,217,['b91259e2-1c9d-4416-bdad-426f048104b4'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.991,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.80572,,,,,,,,,,,,fe902c20-1f31-4d7e-be55-5dbebbf0226a,49,,,"[38.5, 57.9]",70223,0,,,,-1.110406,,Right Foot,,,,"[56.8, 21.0]",,High Pass,,41.18859,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Wing Back,2,Barcelona,217,"['0a9b72e6-07ae-424f-9aa1-80ba6824ff87', '2fea535e-55dd-4cc9-81d1-435789ab902a']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.990,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.1955,,,,,,,,,,,,4ea1bfa3-d1ce-4ee2-b9c7-88a9cc6db68b,53,,,"[65.2, 22.9]",70223,0,,,,-3.1041102,,Right Foot,,,,"[57.2, 22.6]",,Ground Pass,,8.005623,,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,"['8886c59d-3f5d-4db8-8118-31933baafe43', 'a4494c8e-cc03-4bcc-97d1-25a88fe9d6f4']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.169,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,0.6077,,,,,,,,,,,,ea8efe43-c96b-4c2e-926f-ce126b7fba1a,56,,,"[57.2, 22.6]",70223,0,,,,1.7016237,,Left Foot,,,,"[56.2, 30.2]",,Ground Pass,,7.6655073,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Wing Back,2,Barcelona,217,['fb358aaf-07e2-4d05-90f7-67986c33e62e'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.434,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.139963,,,,,,,,,,,,9db7477a-28dc-422e-bdf8-461ece08988c,60,,,"[57.4, 28.7]",70223,0,,,,-2.5884147,,Right Foot,,,,"[39.1, 17.4]",,Ground Pass,,21.507673,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Midfield,2,Barcelona,217,"['254e85cc-d3cb-42b0-9e2f-840b34510a3b', '25e259e1-a88a-4984-83b6-6cb1e746e7ca']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.081,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.061283,,,,,,,,,,,,ea9b4624-4c54-45bb-88b5-57a81b449ac0,63,,,"[50.3, 15.1]",70223,0,,,,-1.2229079,,Right Foot,,,,"[53.6, 6.0]",,Ground Pass,,9.679876,,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Center Back,2,Barcelona,217,['fa5ecfc6-1fc9-4c1e-97e9-92588417b960'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.939,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.789312,,,,,,,,,,,,b9be3abd-0f88-4af2-bfa2-5aa19d10daa5,66,,,"[53.6, 6.3]",70223,0,,,,2.0453925,,Left Foot,,,,"[48.0, 17.2]",,Ground Pass,,12.254387,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Wing Back,2,Barcelona,217,['a02c936e-cf99-4c41-b9c3-b5da881b29b5'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.055,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.310179,,,,,,,,,,,,8ed60c81-ca85-411f-8c91-7c4220b2e011,69,,,"[50.3, 18.2]",70223,0,,,,1.7155262,,Left Foot,,,,"[43.1, 67.6]",,Low Pass,,49.92194,,,,Javier Alejandro Mascherano,5506.0,,True,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Center Back,2,Barcelona,217,['0e04a745-6abd-4e00-a2a4-d3897a5b5623'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.424,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.730731,,,,,,,,,,,,d0d848a1-f536-44d6-af5f-d3ce7fdeb82e,72,,,"[43.1, 67.8]",70223,0,,,,-1.2462447,,Right Foot,,,,"[46.7, 57.1]",,Ground Pass,,11.289375,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['58a094a8-c9a5-41d2-b6d9-c70bcaf9a484'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.937,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.445973,,,,,,,,,,,,8f6b77e6-e07c-4f88-8751-950bb7e6b3dc,75,,,"[51.3, 57.7]",70223,0,,,,-0.07835167,,Right Foot,,,,"[75.5, 55.8]",,Ground Pass,,24.274471,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,Through Ball,True,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Wing Back,2,Barcelona,217,"['8cb7ab2d-90f6-4492-a09a-d1fde09c380c', 'b515e5cc-dce3-4736-9b44-4a9ecb9232cb']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.499,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.5902,,,,,,,,,,,,e94fd0e2-b66a-4ea2-81d1-93a167009964,79,,,"[47.0, 16.1]",70223,0,,,,0.23515096,,Left Foot,,,,"[56.6, 18.4]",,Ground Pass,,9.871676,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Barcelona,217,['da702c84-8179-402b-bba4-44191a45bc07'],58,,,,,,,,,,,,,,,,,Valencia,207,00:00:58.876,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.75251,,,,,,,,,,,,3fc26291-3f7d-4175-a033-624f8d44894f,83,,,"[77.4, 9.4]",70223,1,,,,-0.11840268,,Right Foot,,,,"[104.3, 6.2]",,Ground Pass,,27.089666,,Incomplete,,Jérémy Mathieu,10609.0,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,2,Barcelona,217,"['6d7c2565-0474-49e1-9886-3d4b778e8fbe', '8db19a1c-5428-4602-855e-7871f4d6f386', 'b114a581-7b88-47e8-b7a8-c2f43afe640f']",2,,,,,,,,,,,,,,,,,Valencia,207,00:01:02.621,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,0.626647,,,,,,,,,,,,df40fe64-2761-4765-8c23-7f7fa76bc74e,88,,,"[16.2, 78.3]",70223,1,,,,0.19297081,,Right Foot,,,,"[24.9, 80.0]",,Ground Pass,,8.864536,,Out,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['e710da7e-c5cc-4a9e-929b-b3fa406a0018'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.308,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,0.922603,,,,,,,,,,,,2ea94b72-e36c-4cdc-a1d7-36aa4e2d5898,89,,,"[100.3, 1.0]",70223,1,,,,2.7669947,,,,,,"[88.6, 5.6]",,Low Pass,,12.571794,,,,Éver Maximiliano David Banega,5504.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Valencia,207,['60c43b01-a5ec-43af-8df3-33a47f8de4f7'],17,,,,,,,,,,,,,,,,,Valencia,207,00:01:17.383,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.870288,,,,,,,,,,,,b0952cd3-70d0-4071-bc13-211ef35fe264,93,,,"[85.8, 6.7]",70223,1,,,,0.84358484,,Right Foot,,,,"[95.5, 17.6]",,Ground Pass,,14.591093,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,3,Valencia,207,"['0ccc2622-2af5-43ea-888b-43ed540a9400', '33eca36a-b513-4b88-b3d9-f4cfa5d5d33f']",19,,,,,,,,,,,,,,,,,Valencia,207,00:01:19.255,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,2.467414,,,,,,,,,,,,64def789-a17a-4515-9924-b12861a5c85a,96,,,"[94.7, 12.5]",70223,1,,,,-0.034029413,,Left Foot,,,,"[118.2, 11.7]",,Low Pass,,23.513613,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Wing,3,Valencia,207,['650b1356-01d3-43c5-bdd6-305945986a89'],20,,,,,,,,,,,,,,,,,Valencia,207,00:01:20.145,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.038103,,,,,,,,,,,,873f9929-8bfe-4d25-b9f0-46a5c38bff21,98,,,"[118.2, 11.7]",70223,1,,,,1.6268125,,Left Foot,True,,,"[117.0, 33.1]",,Low Pass,,21.433619,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Valencia,207,"['13782078-052e-46d1-a34e-52d6c1e751c8', '2b7f3ce2-4c2a-4bb1-a650-928f7156b029']",22,,,,,,,,,,,,,,,,,Valencia,207,00:01:22.613,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.891915,,,,,,,,,,,,0845e91e-8661-4917-bd9d-ac22279a4a97,102,,,"[10.6, 42.2]",70223,1,,,,1.206672,,Keeper Arm,,,,"[21.5, 70.8]",,Low Pass,,30.606699,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['db6876a0-a088-4975-be43-eec01e7b3db6'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.028,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.474379,,,,,,,,,,,,7298946f-9cf5-458a-9572-0950e56164c4,106,,,"[17.3, 66.4]",70223,1,,,,-2.063282,,Right Foot,,,,"[8.5, 50.0]",,Ground Pass,,18.611824,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Keeper,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,"['16f642ab-d20d-4577-9dda-7cc4ce140059', '8aa12c27-3fa0-4150-937e-9d05d092c22b']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.888,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.241,,,,,,,,,,,,84bacce3-b2b4-4e1b-96a9-5536b4c2b6f8,109,,,"[8.5, 50.2]",70223,1,,,,0.29986852,,Right Foot,,,,"[44.4, 61.3]",,High Pass,,37.576855,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['63b3bca0-3e3f-41be-ab31-4ffb7ebb6913'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.522,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.442,,,,,,,,,,,,0af45585-8657-4e78-aced-f1c67fc821dc,111,,,"[44.4, 61.3]",70223,1,,,,0.4214192,,Head,,,,"[58.9, 67.8]",,High Pass,,15.890248,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,"['0ca86594-7ab0-40c1-9117-75a5db24a3d7', '3ff292e9-bcba-4aeb-9a7c-1ab0298c3432']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.883,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.513912,,,,,,,,,,,,e4f1cb74-c08b-43b7-bf9b-77db2bb1ba33,116,,,"[78.1, 16.7]",70223,1,,,,-0.77032393,,Head,,,,"[88.2, 6.9]",,Low Pass,,14.073024,,,,Éver Maximiliano David Banega,5504.0,,,,,Recovery,1,From Keeper,Víctor Ruíz Torre,6752.0,Left Center Back,4,Barcelona,217,['5c318cbd-af07-48dd-beac-1e9987e52feb'],44,,,,,,,,,,,,,,,,,Valencia,207,00:01:44.777,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.208485,,,,,,,,,,,,43afe8ab-84b2-4ac7-8a9e-12a9196132f1,121,,,"[86.7, 14.4]",70223,1,,,,0.1008472,,Left Foot,,,,"[103.5, 16.1]",,Ground Pass,,16.885794,,Incomplete,,Pablo Hernández Domínguez,4711.0,,,,,,1,From Keeper,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,4,Barcelona,217,"['195c1928-4299-42f4-927a-2dccf4efdf94', '8bc5b872-d658-4009-98fa-959e50c03590', 'eceb445c-327f-4cc5-9d2b-8e3b2563cae0']",52,,,,,,,,,,,,,,,,,Valencia,207,00:01:52.077,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.314712,,,,,,,,,,,,83ccbf8b-0553-400a-b179-3b0990b177cb,129,,,"[19.0, 63.0]",70223,1,,,,-1.0242718,,Right Foot,,,,"[26.3, 51.0]",,Low Pass,,14.045996,,,,Seydou Kéita,20169.0,,,,,,1,From Keeper,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,"['23b5ebc1-75b7-4a3b-8449-d86c42c40bec', 'd356d8fc-8e6f-4e49-82ea-1333dd04b1f5']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.309,Pass,True,2011/2012
